"SPECIES","NAME","b","a","b_std_err","b_tval","b_pval","a_std_err","a_tval","a_pval","adj_r2","r2","F_val","F_num_df","F_den_df","Ymin","Ymax","Z_VAL","SIG_95"
"S172","Malva alcea",-0.000625,1.60225,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-0.404487232961472,FALSE
"S173","Malva sylvestris",-0.000249999999999997,0.941499999999994,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-0.161280999171141,FALSE
"S174","Matricaria chamomilla",-0.00669444444444444,13.9578333333333,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-2.64098686336701,TRUE
"S175","Melampyrum arvense",-0.00198611111111111,4.31708333333333,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-1.11920448667861,FALSE
"S176","Melampyrum nemorosum",-0.00194444444444445,4.25333333333334,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-0.851225060434674,FALSE
"S177","Melampyrum sylvaticum",-0.00666666666666667,13.722,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-2.83740675095681,TRUE
"S178","Melica ciliata",0.000500000000000002,-0.554000000000004,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,0.299739921927706,FALSE
"S179","Melica uniflora",-0.00383333333333333,8.12,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-1.94607627973486,FALSE
"S180","Milium effusum",-0.00198611111111111,4.41508333333333,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-1.04982584777704,FALSE
"S181","Monotropa hypophegea",0.00122222222222222,-2.13766666666667,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,0.818118084175065,FALSE
"S182","Monotropa hypopitys",0.00116666666666667,-1.905,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,0.562240935369787,FALSE
"S183","Myosotis scorpioides",-0.00430555555555556,8.93516666666667,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-2.46420090728458,TRUE
"S184","Myrica gale",-0.00806944444444445,16.4475833333333,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-2.71350198652311,TRUE
"S185","Myriophyllum alterniflorum",-0.00729166666666667,14.86625,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-2.95391666344065,TRUE
"S186","Myriophyllum spicatum",0.00322222222222223,-5.99966666666667,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,2.21364371560462,TRUE
"S187","Nardus stricta",-0.00815277777777778,16.6840833333333,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-3.3679501957304,TRUE
"S188","Neotinea ustulata",-0.0118611111111111,24.4638333333333,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-3.12201156807693,TRUE
"S189","Neottia nidus-avis",-0.00381944444444445,7.99408333333334,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-2.091511789135,TRUE
"S190","Nepeta cataria",-0.00711111111111111,14.4123333333333,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-3.7348391628833,TRUE
"S191","Neslia paniculata",-0.00654166666666667,13.28975,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-3.63980679303094,TRUE
"S192","Noccaea perfoliata",0.00427777777777778,-8.09533333333334,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,3.30495693722887,TRUE
"S193","Nymphaea alba",-0.00313888888888889,6.56316666666667,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-1.6195828104387,FALSE
"S194","Ononis spinosa subsp. hircina",-0.00786111111111112,16.1058333333333,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-3.69021453517566,TRUE
"S195","Ononis spinosa subsp. procurrens",-0.00393055555555556,8.23241666666667,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-2.13775249611941,TRUE
"S196","Onopordum acanthium",-0.000819444444444444,2.07408333333333,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-0.519990320293268,FALSE
"S197","Ophioglossum vulgatum",-0.0123888888888889,25.3666666666667,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-3.72047952828563,TRUE
"S198","Ophrys insectifera",-0.00151388888888889,3.39691666666667,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-1.06105654565746,FALSE
"S199","Orchis militaris",-0.0106666666666667,22.03,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-3.09292953072822,TRUE
"S200","Orthilia secunda",-0.00173611111111111,3.85358333333333,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-0.996815278536125,FALSE
"S201","Oxalis acetosella",-0.00722222222222223,14.9806666666667,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-2.66460025667749,TRUE
"S202","Oxytropis campestris",-0.0113472222222222,23.3079166666667,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-3.53375156822358,TRUE
"S203","Papaver rhoeas",0.00177777777777778,-3.03333333333334,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,1.090161480152,FALSE
"S204","Pedicularis palustris",-0.00708333333333334,14.4245,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-3.46082994293321,TRUE
"S205","Persicaria hydropiper",-0.0148472222222222,29.8429166666667,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-3.40445859872611,TRUE
"S206","Peucedanum palustre",-0.00381944444444444,8.02608333333333,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-2.16515298044113,TRUE
"S207","Phegopteris connectilis",-0.00545833333333334,11.33425,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-1.64862859457516,FALSE
"S208","Phleum arenarium",-0.00195833333333333,4.17125,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-0.956883787694697,FALSE
"S209","Picea abies",0.00315277777777778,-5.62508333333334,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,1.43791896369441,FALSE
"S210","Pinus sylvestris",0.0052638888888889,-9.31041666666668,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,0.745582105990053,FALSE
"S211","Plantago coronopus",-0.00429166666666667,9.01825,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-1.29097867457565,FALSE
"S212","Plantago media",-0.000861111111111111,2.11483333333333,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-0.463720736016206,FALSE
"S213","Plantago tenuiflora",-0.0077638888888889,15.9144166666667,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-2.90665257831975,TRUE
"S214","Plantago uniflora",-0.00861111111111111,17.5943333333333,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-3.81395859686651,TRUE
"S215","Polypodium vulgare",8.33333333333342e-05,0.329499999999998,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,0.0502801142365494,FALSE
"S216","Potamogeton gramineus",-0.0109444444444445,22.3213333333333,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-4.13837921537768,TRUE
"S217","Potamogeton natans",-0.00388888888888889,8.18766666666668,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-2.20451939826733,TRUE
"S218","Potentilla crantzii",-0.00286111111111111,6.11283333333333,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-1.46974233452868,FALSE
"S219","Prunella grandiflora",-0.00850000000000001,17.481,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-3.22373274794743,TRUE
"S220","Pteridium aquilinum",-0.00115277777777778,2.81608333333333,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-0.503520653723986,FALSE
"S221","Puccinellia distans",-0.00659722222222223,13.5314166666667,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-3.01960322511061,TRUE
"S222","Pulmonaria obscura",-0.00429166666666667,8.97725000000001,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-1.97392717498505,TRUE
"S223","Pyrola minor",-0.00591666666666667,12.2155,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-2.5850485436536,TRUE
"S224","Pyrola rotundifolia",-0.00238888888888889,5.08666666666667,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-1.44440948446596,FALSE
"S225","Radiola linoides",-0.01025,20.6645,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-3.01021453415032,TRUE
"S226","Ranunculus illyricus",-0.00343055555555556,7.26141666666667,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-1.78680834886299,FALSE
"S227","Ranunculus polyanthemos",-0.0102638888888889,20.7944166666667,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-4.67515560861671,TRUE
"S228","Rhododendron tomentosum",-0.0104861111111111,21.3190833333333,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-2.55346042406388,TRUE
"S229","Ribes alpinum",-0.00245833333333333,5.45025,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-1.22022544841316,FALSE
"S230","Rorippa palustris",-0.000236111111111111,0.930583333333333,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-0.131977394984464,FALSE
"S231","Rosa majalis",-0.00705555555555556,14.3196666666667,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-3.92152324439668,TRUE
"S232","Rosa rubiginosa",0.000555555555555556,-0.739666666666668,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,0.395865013251922,FALSE
"S233","Rubus idaeus",0.00223611111111111,-3.73858333333334,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,0.904480108683057,FALSE
"S234","Rubus plicatus",-0.00188888888888889,4.41266666666667,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-0.700435635569463,FALSE
"S235","Rubus wahlbergii",-0.00101388888888889,2.65391666666667,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-0.463831091442538,FALSE
"S236","Rumex crispus var. oelandicus",0.00104166666666667,-1.62375,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,0.456494643655152,FALSE
"S237","Rumex sanguineus",-8.3333333333332e-05,0.592499999999997,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-0.0379625199682249,FALSE
"S238","Ruppia cirrhosa",-0.0072638888888889,14.9094166666667,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-2.96714008877484,TRUE
"S239","Salicornia europaea",-0.002,4.403,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-0.821557093298048,FALSE
"S240","Salix pentandra",-0.00190277777777778,4.13158333333334,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-1.3667237896508,FALSE
"S241","Sanicula europaea",-0.00858333333333334,17.6785,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-3.24934788640637,TRUE
"S242","Scandix pecten-veneris",-0.00850000000000001,17.25,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-4.04978433545856,TRUE
"S243","Schedonorus arundinaceus",-0.00393055555555556,8.54441666666667,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-1.48895820619398,FALSE
"S244","Schedonorus giganteus",-0.000819444444444445,2.03208333333333,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-0.522615266098644,FALSE
"S245","Schoenoplectus tabernaemontani",-0.00768055555555556,16.2389166666667,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-1.97953743202594,TRUE
"S246","Schoenus ferrugineus",-0.00270833333333333,5.72875,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-1.53471959067511,FALSE
"S247","Sedum album",-0.0127638888888889,26.2794166666667,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-3.21769559603716,TRUE
"S248","Sedum rupestre",-0.00602777777777778,12.5358333333333,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-2.73823847069164,TRUE
"S249","Sedum sexangulare",-0.00319444444444444,6.88883333333333,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-1.0127344582959,FALSE
"S250","Senecio sylvaticus",0.00108333333333334,-1.78750000000001,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,0.827495968534197,FALSE
"S251","Seseli libanotis",-0.00855555555555556,17.4246666666667,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-3.3866096588047,TRUE
"S252","Setaria viridis",-0.000958333333333335,2.24025,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-0.599433695013036,FALSE
"S253","Sherardia arvensis",-0.00569444444444445,11.6648333333333,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-3.1928133368935,TRUE
"S254","Sium latifolium",-0.00687500000000001,14.17575,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-3.23833897075887,TRUE
"S255","Solidago virgaurea",-0.00609722222222223,12.5014166666667,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-3.30439659048297,TRUE
"S256","Sparganium emersum",-0.00661111111111112,13.4713333333333,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-3.84609579056329,TRUE
"S257","Sparganium erectum",-0.00506944444444445,10.4905833333333,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-2.84453968380726,TRUE
"S258","Sparganium natans",-0.0035,7.34200000000001,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-1.75538378026633,FALSE
"S259","Spergularia rubra",0.00113888888888889,-1.83916666666667,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,0.680456921756304,FALSE
"S260","Stachys palustris",-0.00109722222222222,2.64441666666667,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-0.606027124326371,FALSE
"S261","Stachys sylvatica",-0.00183333333333333,4.072,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-1.16264592167076,FALSE
"S262","Stellaria holostea",0.000902777777777779,-1.30758333333334,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,0.43456149797912,FALSE
"S263","Stellaria palustris",-0.00615277777777778,12.5560833333333,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-2.92947390955122,TRUE
"S264","Suaeda maritima",-0.00279166666666667,5.95225,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-1.09868877926051,FALSE
"S265","Tanacetum vulgare",-0.005625,12.10525,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-1.58027197759026,FALSE
"S266","Teesdalia nudicaulis",-0.000944444444444445,2.30833333333333,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-0.465219022172518,FALSE
"S267","Thalictrum flavum",-0.00959722222222222,19.8374166666667,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-3.10829538042826,TRUE
"S268","Thelypteris palustris",-0.0101388888888889,20.5851666666667,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-4.12245199533071,TRUE
"S269","Tilia cordata",-0.00272222222222222,5.84666666666666,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-1.55223484549035,FALSE
"S270","Tragopogon pratensis",-0.000930555555555555,2.44541666666666,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-0.460233877509323,FALSE
"S271","Trifolium fragiferum",-0.00811111111111112,16.8143333333333,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-2.9630930116433,TRUE
"S272","Trifolium striatum",-0.00173611111111111,3.92758333333334,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-1.02181353816755,FALSE
"S273","Triglochin maritima",-0.0103194444444445,21.1870833333333,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-3.50526296617701,TRUE
"S274","Trollius europaeus",-0.00630555555555556,12.9461666666667,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-1.21265165041571,FALSE
"S275","Ulmus glabra",-1.38888888888894e-05,0.555916666666668,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-0.00783308507198789,FALSE
"S276","Ulmus laevis",-0.000166666666666666,0.677999999999999,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-0.0878137591278888,FALSE
"S277","Ulmus minor",-0.00275,5.8535,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-1.7566892664445,FALSE
"S278","Utricularia vulgaris",-0.000916666666666668,2.1315,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-0.606859671427316,FALSE
"S279","Vaccinium myrtillus",-0.00865277777777778,17.8370833333333,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-2.95579512434598,TRUE
"S280","Vaccinium vitis-idaea",-0.00538888888888889,11.3256666666667,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-1.88134618702117,FALSE
"S281","Valeriana dioica",-0.00719444444444445,14.6908333333333,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-3.46312086081822,TRUE
"S282","Valerianella dentata",-0.00677777777777778,13.8403333333333,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-3.67322445593551,TRUE
"S283","Verbascum densiflorum",-0.00730555555555556,14.9251666666667,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-2.58424401341231,TRUE
"S284","Verbascum nigrum",-0.00654166666666667,13.56875,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-2.89502381160711,TRUE
"S285","Veronica beccabunga",-0.00423611111111111,8.99358333333334,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-2.01032394920458,TRUE
"S286","Veronica persica",0.00123611111111111,-1.73158333333334,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,0.485001021007516,FALSE
"S287","Vicia tenuifolia",-0.00451388888888889,9.39591666666667,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-2.56478613519481,TRUE
"S288","Vincetoxicum hirundinaria",-0.0131666666666667,26.95,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-3.73202316450825,TRUE
"S289","Viola elatior",-0.00461111111111111,9.48333333333334,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-2.15675375638918,TRUE
"S290","Viola mirabilis",-0.0108194444444444,22.0250833333333,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-4.19856115340674,TRUE
"S291","Viola odorata",0.00366666666666667,-6.92700000000001,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,3.20311933935259,TRUE
"S292","Viola palustris",-0.00695833333333334,14.33725,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-2.15657983654131,TRUE
"S293","Viola tricolor",-0.00258333333333334,5.5435,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-1.45731153363903,FALSE
"S294","Viscaria alpina",-0.00452777777777778,9.45683333333334,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-1.61273534661026,FALSE
"S295","Viscaria vulgaris",-0.0100277777777778,20.5158333333334,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1938,2010,-3.81663491340985,TRUE
